t,x,y,z,radius
2302.5,1120.2456916848464,325.0,387.5883841149416,227.5
2303.0,1119.7462879262548,325.0,387.56397334059085,227.5
2303.5,1119.2468841676628,325.0,387.53956256624014,227.5
2304.0,1118.7474804090712,325.0,387.5151517918894,227.5
2304.5,1118.2480766504796,325.0,387.4907410175387,227.5
2305.0,1117.7486728918875,325.0,387.466330243188,227.5
2305.5,1117.249269133296,325.0,387.4419194688373,227.5
2306.0,1116.7498653747039,325.0,387.41750869448657,227.5
2306.5,1116.2504616161123,325.0,387.3930979201358,227.5
2307.0,1115.7510578575207,325.0,387.3686871457851,227.5
2307.5,1115.2516540989286,325.0,387.3442763714344,227.5
2308.0,1114.752250340337,325.0,387.31986559708366,227.5
2308.5,1114.252846581745,325.0,387.29545482273295,227.5
2309.0,1113.7534428231534,325.0,387.27104404838224,227.5
2309.5,1113.2540390645618,325.0,387.2466332740315,227.5
2310.0,1112.7546353059697,325.0,387.2222224996808,227.5
2310.5,1112.2552315473781,325.0,387.1978117253301,227.5
2311.0,1111.755827788786,325.0,387.1734009509794,227.5
2311.5,1111.2564240301945,325.0,387.1489901766287,227.5
2312.0,1110.7570202716029,325.0,387.12457940227796,227.5
2312.5,1110.2576165130108,325.0,387.10016862792725,227.5
2313.0,1109.7582127544192,325.0,387.0757578535765,227.5
2313.5,1109.2588089958272,325.0,387.05134707922576,227.5
2314.0,1108.7594052372356,325.0,387.02693630487505,227.5
2314.5,1108.260001478644,325.0,387.00252553052434,227.5
2315.0,1107.760597720052,325.0,386.9781147561736,227.5
2315.5,1107.2611939614603,325.0,386.9537039818229,227.5
2316.0,1106.7617902028683,325.0,386.9292932074722,227.5
2316.5,1106.2623864442767,325.0,386.9048824331215,227.5
2317.0,1105.7629826856846,325.0,386.8804716587707,227.5
2317.5,1105.263578927093,325.0,386.85606088442,227.5
2318.0,1104.7641751685014,325.0,386.8316501100693,227.5
2318.5,1104.2647714099094,325.0,386.8072393357186,227.5
2319.0,1103.7653676513178,325.0,386.78282856136786,227.5
2319.5,1103.2659638927257,325.0,386.75841778701715,227.5
2320.0,1102.7665601341341,325.0,386.73400701266644,227.5
2320.5,1102.2671563755425,325.0,386.7095962383157,227.5
2321.0,1101.7677526169505,325.0,386.685185463965,227.5
2321.5,1101.2683488583589,325.0,386.6607746896143,227.5
2322.0,1100.7689450997668,325.0,386.6363639152636,227.5
2322.5,1100.2695413411752,325.0,386.6119531409129,227.5
2323.0,1099.7701375825836,325.0,386.58754236656216,227.5
2323.5,1099.2707338239916,325.0,386.5631315922114,227.5
2324.0,1098.7713300654,325.0,386.5387208178607,227.5
2324.5,1098.271926306808,325.0,386.51431004350997,227.5
2325.0,1097.7725225482163,325.0,386.48989926915925,227.5
2325.5,1097.2731187896247,325.0,386.46548849480854,227.5
2326.0,1096.7737150310327,325.0,386.4410777204578,227.5
2326.5,1096.274311272441,325.0,386.4166669461071,227.5
2327.0,1095.774907513849,325.0,386.3922561717564,227.5
2327.5,1095.2755037552574,325.0,386.36784539740563,227.5
2328.0,1094.7760999966658,325.0,386.3434346230549,227.5
2328.5,1094.2766962380738,325.0,386.3190238487042,227.5
2329.0,1093.7772924794822,325.0,386.2946130743535,227.5
2329.5,1093.2778887208901,325.0,386.2702023000028,227.5
2330.0,1092.7784849622985,325.0,386.24579152565207,227.5
2330.5,1092.279081203707,325.0,386.22138075130135,227.5
2331.0,1091.7796774451149,325.0,386.19696997695064,227.5
2331.5,1091.2802736865233,325.0,386.1725592025999,227.5
2332.0,1090.7808699279312,325.0,386.1481484282492,227.5
2332.5,1090.2814661693396,325.0,386.1237376538985,227.5
2333.0,1089.782062410748,325.0,386.0993268795478,227.5
2333.5,1089.282658652156,325.0,386.074916105197,227.5
2334.0,1088.7832548935644,325.0,386.0505053308463,227.5
2334.5,1088.2838511349723,325.0,386.0260945564956,227.5
2335.0,1087.7844473763807,325.0,386.0016837821449,227.5
2335.5,1087.2850436177891,325.0,385.97727300779417,227.5
2336.0,1086.785639859197,325.0,385.95286223344345,227.5
2336.5,1086.2862361006055,325.0,385.92845145909274,227.5
2337.0,1085.7868323420134,325.0,385.90404068474203,227.5
2337.5,1085.2874285834218,325.0,385.87962991039126,227.5
2338.0,1084.7880248248302,325.0,385.85521913604055,227.5
2338.5,1084.2886210662382,325.0,385.83080836168983,227.5
2339.0,1083.7892173076466,325.0,385.8063975873391,227.5
2339.5,1083.2898135490545,325.0,385.7819868129884,227.5
2340.0,1082.790409790463,325.0,385.7575760386377,227.5
2340.5,1082.291006031871,325.0,385.733165264287,227.5
2341.0,1081.7916022732793,325.0,385.70875448993627,227.5
2341.5,1081.2921985146877,325.0,385.68434371558556,227.5
2342.0,1080.7927947560956,325.0,385.65993294123484,227.5
2342.5,1080.293390997504,325.0,385.63552216688413,227.5
2343.0,1079.793987238912,325.0,385.6111113925334,227.5
2343.5,1079.2945834803204,325.0,385.5867006181827,227.5
2344.0,1078.7951797217288,325.0,385.56228984383193,227.5
2344.5,1078.2957759631367,325.0,385.5378790694812,227.5
2345.0,1077.7963722045452,325.0,385.5134682951305,227.5
2345.5,1077.296968445953,325.0,385.4890575207798,227.5
2346.0,1076.7975646873615,325.0,385.4646467464291,227.5
2346.5,1076.29816092877,325.0,385.44023597207837,227.5
2347.0,1075.7987571701779,325.0,385.41582519772766,227.5
2347.5,1075.2993534115863,325.0,385.39141442337694,227.5
2348.0,1074.7999496529942,325.0,385.3670036490262,227.5
2348.5,1074.3005458944026,325.0,385.34259287467546,227.5
2349.0,1073.801142135811,325.0,385.31818210032475,227.5
2349.5,1073.301738377219,325.0,385.29377132597403,227.5
2350.0,1072.8023346186274,325.0,385.2693605516233,227.5
2350.5,1072.3029308600353,325.0,385.2449497772726,227.5
2351.0,1071.8035271014437,325.0,385.2205390029219,227.5
2351.5,1071.304123342852,325.0,385.1961282285712,227.5
2352.0,1070.80471958426,325.0,385.17171745422047,227.5
2352.5,1070.3053158256685,325.0,385.14730667986976,227.5
2353.0,1069.8059120670764,325.0,385.12289590551904,227.5
2353.5,1069.3065083084848,325.0,385.09848513116833,227.5
2354.0,1068.8071045498932,325.0,385.0740743568176,227.5
2354.5,1068.3077007913012,325.0,385.04966358246685,227.5
2355.0,1067.8082970327096,325.0,385.02525280811614,227.5
2355.5,1067.3088932741175,325.0,385.0008420337654,227.5
2356.0,1066.809489515526,325.0,384.9764312594147,227.5
2356.5,1066.3100857569343,325.0,384.952020485064,227.5
2357.0,1065.8106819983423,325.0,384.9276097107133,227.5
2357.5,1065.3112782397507,325.0,384.90319893636257,227.5
2358.0,1064.8118744811586,325.0,384.8787881620118,227.5
2358.5,1064.312470722567,325.0,384.8543773876611,227.5
2359.0,1063.8130669639754,325.0,384.8299666133104,227.5
2359.5,1063.3136632053834,325.0,384.80555583895966,227.5
2360.0,1062.8142594467918,325.0,384.78114506460895,227.5
2360.5,1062.3148556881997,325.0,384.75673429025824,227.5
2361.0,1061.8154519296081,325.0,384.7323235159075,227.5
2361.5,1061.3160481710165,325.0,384.7079127415568,227.5
2362.0,1060.8166444124245,325.0,384.6835019672061,227.5
2362.5,1060.3172406538329,325.0,384.6590911928554,227.5
2363.0,1059.8178368952408,325.0,384.6346804185047,227.5
2363.5,1059.3184331366492,325.0,384.61026964415396,227.5
2364.0,1058.8190293780572,325.0,384.58585886980325,227.5
2364.5,1058.3196256194656,325.0,384.5614480954525,227.5
2365.0,1057.820221860874,325.0,384.53703732110176,227.5
2365.5,1057.320818102282,325.0,384.51262654675105,227.5
2366.0,1056.8214143436903,325.0,384.48821577240034,227.5
2366.5,1056.3220105850983,325.0,384.4638049980496,227.5
2367.0,1055.8226068265067,325.0,384.4393942236989,227.5
2367.5,1055.323203067915,325.0,384.4149834493482,227.5
2368.0,1054.823799309323,325.0,384.3905726749975,227.5
2368.5,1054.3243955507314,325.0,384.3661619006467,227.5
2369.0,1053.8249917921394,325.0,384.341751126296,227.5
2369.5,1053.3255880335478,325.0,384.3173403519453,227.5
2370.0,1052.8261842749562,325.0,384.2929295775946,227.5
2370.5,1052.3267805163641,325.0,384.26851880324386,227.5
2371.0,1051.8273767577725,325.0,384.24410802889315,227.5
2371.5,1051.3279729991805,325.0,384.21969725454244,227.5
2372.0,1050.8285692405889,325.0,384.1952864801917,227.5
2372.5,1050.3291654819973,325.0,384.170875705841,227.5
2373.0,1049.8297617234052,325.0,384.1464649314903,227.5
2373.5,1049.3303579648136,325.0,384.1220541571396,227.5
2374.0,1048.8309542062216,325.0,384.0976433827889,227.5
2374.5,1048.33155044763,325.0,384.07323260843816,227.5
2375.0,1047.8321466890384,325.0,384.0488218340874,227.5
2375.5,1047.3327429304463,325.0,384.0244110597367,227.5
2376.0,1046.8333391718547,325.0,384.00000028538597,227.5
2376.5,1046.3339354132627,325.0,383.97558951103525,227.5
2377.0,1045.834531654671,325.0,383.95117873668454,227.5
2377.5,1045.3351278960795,325.0,383.9267679623338,227.5
2378.0,1044.8357241374874,325.0,383.9023571879831,227.5
2378.5,1044.3363203788958,325.0,383.8779464136324,227.5
2379.0,1043.8369166203038,325.0,383.85353563928163,227.5
2379.5,1043.3375128617122,325.0,383.8291248649309,227.5
2380.0,1042.8381091031206,325.0,383.8047140905802,227.5
2380.5,1042.3387053445285,325.0,383.7803033162295,227.5
2381.0,1041.839301585937,325.0,383.7558925418788,227.5
2381.5,1041.3398978273449,325.0,383.73148176752807,227.5
2382.0,1040.8404940687533,325.0,383.70707099317735,227.5
2382.5,1040.3410903101617,325.0,383.68266021882664,227.5
2383.0,1039.8416865515696,325.0,383.6582494444759,227.5
2383.5,1039.342282792978,325.0,383.6338386701252,227.5
2384.0,1038.842879034386,325.0,383.6094278957745,227.5
2384.5,1038.3434752757944,325.0,383.5850171214238,227.5
2385.0,1037.8440715172028,325.0,383.5606063470731,227.5
2385.5,1037.3446677586107,325.0,383.5361955727223,227.5
2386.0,1036.8452640000191,325.0,383.5117847983716,227.5
2386.5,1036.345860241427,325.0,383.4873740240209,227.5
2387.0,1035.8464564828355,325.0,383.46296324967017,227.5
2387.5,1035.3470527242434,325.0,383.43855247531945,227.5
2388.0,1034.8476489656518,325.0,383.41414170096874,227.5
2388.5,1034.3482452070602,325.0,383.38973092661803,227.5
2389.0,1033.8488414484682,325.0,383.36532015226726,227.5
2389.5,1033.3494376898766,325.0,383.34090937791655,227.5
2390.0,1032.8500339312845,325.0,383.31649860356583,227.5
2390.5,1032.350630172693,325.0,383.2920878292151,227.5
2391.0,1031.8512264141013,325.0,383.2676770548644,227.5
2391.5,1031.3518226555093,325.0,383.2432662805137,227.5
2392.0,1030.8524188969177,325.0,383.218855506163,227.5
2392.5,1030.3530151383256,325.0,383.19444473181227,227.5
2393.0,1029.853611379734,325.0,383.17003395746156,227.5
2393.5,1029.3542076211425,325.0,383.14562318311084,227.5
2394.0,1028.8548038625504,325.0,383.12121240876013,227.5
2394.5,1028.3554001039588,325.0,383.0968016344094,227.5
2395.0,1027.8559963453667,325.0,383.0723908600587,227.5
2395.5,1027.3565925867752,325.0,383.04798008570793,227.5
2396.0,1026.8571888281836,325.0,383.0235693113572,227.5
2396.5,1026.3577850695915,325.0,382.9991585370065,227.5
2397.0,1025.858381311,325.0,382.9747477626558,227.5
2397.5,1025.3589775524079,325.0,382.9503369883051,227.5
2398.0,1024.8595737938163,325.0,382.92592621395437,227.5
2398.5,1024.3601700352247,325.0,382.90151543960366,227.5
2399.0,1023.8607662766326,325.0,382.87710466525294,227.5
2399.5,1023.361362518041,325.0,382.8526938909022,227.5
2400.0,1022.861958759449,325.0,382.82828311655146,227.5
2400.5,1022.3625550008574,325.0,382.80387234220075,227.5
2401.0,1021.8631512422658,325.0,382.77946156785003,227.5
2401.5,1021.3637474836737,325.0,382.7550507934993,227.5
2402.0,1020.8643437250821,325.0,382.7306400191486,227.5
2402.5,1020.36493996649,325.0,382.7062292447979,227.5
2403.0,1019.8655362078985,325.0,382.6818184704472,227.5
2403.5,1019.3661324493069,325.0,382.65740769609647,227.5
2404.0,1018.8667286907148,325.0,382.63299692174576,227.5
2404.5,1018.3673249321232,325.0,382.60858614739504,227.5
2405.0,1017.8679211735312,325.0,382.58417537304433,227.5
2405.5,1017.3685174149396,325.0,382.5597645986936,227.5
2406.0,1016.869113656348,325.0,382.53535382434285,227.5
2406.5,1016.3697098977559,325.0,382.51094304999214,227.5
2407.0,1015.8703061391643,325.0,382.4865322756414,227.5
2407.5,1015.3709023805723,325.0,382.4621215012907,227.5
2408.0,1014.8714986219807,325.0,382.43771072694,227.5
2408.5,1014.3720948633891,325.0,382.4132999525893,227.5
2409.0,1013.872691104797,325.0,382.38888917823857,227.5
2409.5,1013.3732873462054,325.0,382.36447840388786,227.5
2410.0,1012.8738835876134,325.0,382.3400676295371,227.5
2410.5,1012.3744798290218,325.0,382.3156568551864,227.5
2411.0,1011.8750760704297,325.0,382.29124608083566,227.5
2411.5,1011.3756723118381,325.0,382.26683530648495,227.5
2412.0,1010.8762685532465,325.0,382.24242453213424,227.5
2412.5,1010.3768647946545,325.0,382.2180137577835,227.5
2413.0,1009.8774610360629,325.0,382.1936029834328,227.5
2413.5,1009.3780572774708,325.0,382.1691922090821,227.5
2414.0,1008.8786535188792,325.0,382.1447814347314,227.5
2414.5,1008.3792497602876,325.0,382.1203706603807,227.5
2415.0,1007.8798460016956,325.0,382.09595988602996,227.5
2415.5,1007.380442243104,325.0,382.07154911167925,227.5
2416.0,1006.8810384845119,325.0,382.0471383373285,227.5
2416.5,1006.3816347259203,325.0,382.02272756297776,227.5
2417.0,1005.8822309673287,325.0,381.99831678862705,227.5
2417.5,1005.3828272087367,325.0,381.97390601427634,227.5
2418.0,1004.8834234501451,325.0,381.9494952399256,227.5
2418.5,1004.384019691553,325.0,381.9250844655749,227.5
2419.0,1003.8846159329614,325.0,381.9006736912242,227.5
2419.5,1003.3852121743698,325.0,381.8762629168735,227.5
2420.0,1002.8858084157778,325.0,381.8518521425227,227.5
2420.5,1002.3864046571862,325.0,381.827441368172,227.5
2421.0,1001.8870008985941,325.0,381.8030305938213,227.5
2421.5,1001.3875971400025,325.0,381.7786198194706,227.5
2422.0,1000.8881933814109,325.0,381.75420904511986,227.5
2422.5,1000.3887896228189,325.0,381.72979827076915,227.5
2423.0,999.8893858642273,325.0,381.70538749641844,227.5
2423.5,999.3899821056352,325.0,381.6809767220677,227.5
2424.0,998.8905783470436,325.0,381.656565947717,227.5
2424.5,998.391174588452,325.0,381.6321551733663,227.5
2425.0,997.89177082986,325.0,381.6077443990156,227.5
2425.5,997.3923670712684,325.0,381.5833336246649,227.5
2426.0,996.8929633126763,325.0,381.55892285031416,227.5
2426.5,996.3935595540847,325.0,381.5345120759634,227.5
2427.0,995.8941557954931,325.0,381.5101013016127,227.5
2427.5,995.3947520369011,325.0,381.48569052726197,227.5
2428.0,994.8953482783095,325.0,381.46127975291125,227.5
2428.5,994.3959445197174,325.0,381.43686897856054,227.5
2429.0,993.8965407611258,325.0,381.4124582042098,227.5
2429.5,993.3971370025342,325.0,381.3880474298591,227.5
2430.0,992.8977332439422,325.0,381.3636366555084,227.5
2430.5,992.3983294853506,325.0,381.33922588115763,227.5
2431.0,991.8989257267585,325.0,381.3148151068069,227.5
2431.5,991.3995219681669,325.0,381.2904043324562,227.5
2432.0,990.9001182095753,325.0,381.2659935581055,227.5
2432.5,990.4007144509833,325.0,381.2415827837548,227.5
2433.0,989.9013106923917,325.0,381.21717200940407,227.5
2433.5,989.4019069337996,325.0,381.19276123505335,227.5
2434.0,988.902503175208,325.0,381.16835046070264,227.5
2434.5,988.403099416616,325.0,381.1439396863519,227.5
2435.0,987.9036956580244,325.0,381.1195289120012,227.5
2435.5,987.4042918994328,325.0,381.0951181376505,227.5
2436.0,986.9048881408407,325.0,381.0707073632998,227.5
2436.5,986.4054843822491,325.0,381.0462965889491,227.5
2437.0,985.9060806236571,325.0,381.0218858145983,227.5
2437.5,985.4066768650655,325.0,380.9974750402476,227.5
2438.0,984.9072731064739,325.0,380.9730642658969,227.5
2438.5,984.4078693478818,325.0,380.94865349154617,227.5
2439.0,983.9084655892902,325.0,380.92424271719545,227.5
2439.5,983.4090618306982,325.0,380.89983194284474,227.5
2440.0,982.9096580721066,325.0,380.87542116849403,227.5
2440.5,982.410254313515,325.0,380.85101039414326,227.5
2441.0,981.910850554923,325.0,380.82659961979255,227.5
2441.5,981.4114467963313,325.0,380.80218884544183,227.5
2442.0,980.9120430377393,325.0,380.7777780710911,227.5
2442.5,980.4126392791477,325.0,380.7533672967404,227.5
2443.0,979.9132355205561,325.0,380.7289565223897,227.5
2443.5,979.413831761964,325.0,380.704545748039,227.5
2444.0,978.9144280033724,325.0,380.68013497368827,227.5
2444.5,978.4150242447804,325.0,380.65572419933756,227.5
2445.0,977.9156204861888,325.0,380.63131342498684,227.5
2445.5,977.4162167275972,325.0,380.60690265063613,227.5
2446.0,976.9168129690052,325.0,380.5824918762854,227.5
2446.5,976.4174092104136,325.0,380.5580811019347,227.5
2447.0,975.9180054518215,325.0,380.53367032758393,227.5
2447.5,975.4186016932299,325.0,380.5092595532332,227.5
2448.0,974.9191979346383,325.0,380.4848487788825,227.5
2448.5,974.4197941760463,325.0,380.4604380045318,227.5
2449.0,973.9203904174547,325.0,380.4360272301811,227.5
2449.5,973.4209866588626,325.0,380.41161645583037,227.5
2450.0,972.921582900271,325.0,380.38720568147966,227.5
2450.5,972.4221791416794,325.0,380.36279490712894,227.5
2451.0,971.9227753830874,325.0,380.3383841327782,227.5
2451.5,971.4233716244958,325.0,380.31397335842746,227.5
2452.0,970.9239678659037,325.0,380.28956258407675,227.5
2452.5,970.4245641073121,325.0,380.26515180972604,227.5
2453.0,969.9251603487205,325.0,380.2407410353753,227.5
2453.5,969.4257565901285,325.0,380.2163302610246,227.5
2454.0,968.9263528315369,325.0,380.1919194866739,227.5
2454.5,968.4269490729448,325.0,380.1675087123232,227.5
2455.0,967.9275453143532,325.0,380.14309793797247,227.5
2455.5,967.4281415557612,325.0,380.11868716362176,227.5
2456.0,966.9287377971696,325.0,380.09427638927104,227.5
2456.5,966.429334038578,325.0,380.06986561492033,227.5
2457.0,965.9299302799859,325.0,380.0454548405696,227.5
2457.5,965.4305265213943,325.0,380.02104406621885,227.5
2458.0,964.9311227628023,325.0,379.99663329186814,227.5
2458.5,964.4317190042107,325.0,379.9722225175174,227.5
2459.0,963.9323152456191,325.0,379.9478117431667,227.5
2459.5,963.432911487027,325.0,379.923400968816,227.5
2460.0,962.9335077284354,325.0,379.8989901944653,227.5
2460.5,962.4341039698434,325.0,379.87457942011457,227.5
2461.0,961.9347002112518,325.0,379.85016864576386,227.5
2461.5,961.4352964526602,325.0,379.8257578714131,227.5
2462.0,960.9358926940681,325.0,379.8013470970624,227.5
2462.5,960.4364889354765,325.0,379.77693632271166,227.5
2463.0,959.9370851768845,325.0,379.75252554836095,227.5
2463.5,959.4376814182929,325.0,379.72811477401024,227.5
2464.0,958.9382776597013,325.0,379.7037039996595,227.5
2464.5,958.4388739011092,325.0,379.6792932253088,227.5
2465.0,957.9394701425176,325.0,379.6548824509581,227.5
2465.5,957.4400663839256,325.0,379.6304716766074,227.5
2466.0,956.940662625334,325.0,379.6060609022567,227.5
2466.5,956.4412588667424,325.0,379.58165012790596,227.5
2467.0,955.9418551081503,325.0,379.55723935355525,227.5
2467.5,955.4424513495587,325.0,379.53282857920453,227.5
2468.0,954.9430475909667,325.0,379.50841780485376,227.5
2468.5,954.4436438323751,325.0,379.48400703050305,227.5
2469.0,953.9442400737835,325.0,379.45959625615234,227.5
2469.5,953.4448363151914,325.0,379.4351854818016,227.5
2470.0,952.9454325565998,325.0,379.4107747074509,227.5
2470.5,952.4460287980078,325.0,379.3863639331002,227.5
2471.0,951.9466250394162,325.0,379.3619531587495,227.5
2471.5,951.4472212808246,325.0,379.3375423843987,227.5
2472.0,950.9478175222325,325.0,379.313131610048,227.5
2472.5,950.4484137636409,325.0,379.2887208356973,227.5
2473.0,949.9490100050489,325.0,379.2643100613466,227.5
2473.5,949.4496062464573,325.0,379.23989928699586,227.5
2474.0,948.9502024878657,325.0,379.21548851264515,227.5
2474.5,948.4507987292736,325.0,379.19107773829444,227.5
2475.0,947.951394970682,325.0,379.1666669639437,227.5
2475.5,947.45199121209,325.0,379.142256189593,227.5
2476.0,946.9525874534984,325.0,379.1178454152423,227.5
2476.5,946.4531836949068,325.0,379.0934346408916,227.5
2477.0,945.9537799363147,325.0,379.0690238665409,227.5
2477.5,945.4543761777231,325.0,379.04461309219016,227.5
2478.0,944.9549724191311,325.0,379.0202023178394,227.5
2478.5,944.4555686605395,325.0,378.9957915434887,227.5
2479.0,943.9561649019474,325.0,378.97138076913797,227.5
2479.5,943.4567611433558,325.0,378.94696999478725,227.5
2480.0,942.9573573847642,325.0,378.92255922043654,227.5
2480.5,942.4579536261722,325.0,378.8981484460858,227.5
2481.0,941.9585498675806,325.0,378.8737376717351,227.5
2481.5,941.4591461089885,325.0,378.8493268973844,227.5
2482.0,940.9597423503969,325.0,378.82491612303363,227.5
2482.5,940.4603385918053,325.0,378.8005053486829,227.5
2483.0,939.9609348332133,325.0,378.7760945743322,227.5
2483.5,939.4615310746217,325.0,378.7516837999815,227.5
2484.0,938.9621273160296,325.0,378.7272730256308,227.5
2484.5,938.462723557438,325.0,378.70286225128007,227.5
2485.0,937.9633197988464,325.0,378.67845147692935,227.5
2485.5,937.4639160402544,325.0,378.65404070257864,227.5
2486.0,936.9645122816628,325.0,378.6296299282279,227.5
2486.5,936.4651085230707,325.0,378.6052191538772,227.5
2487.0,935.9657047644791,325.0,378.5808083795265,227.5
2487.5,935.4663010058875,325.0,378.5563976051758,227.5
2488.0,934.9668972472955,325.0,378.5319868308251,227.5
2488.5,934.4674934887039,325.0,378.5075760564743,227.5
2489.0,933.9680897301118,325.0,378.4831652821236,227.5
2489.5,933.4686859715202,325.0,378.4587545077729,227.5
2490.0,932.9692822129286,325.0,378.43434373342217,227.5
2490.5,932.4698784543366,325.0,378.40993295907145,227.5
2491.0,931.970474695745,325.0,378.38552218472074,227.5
2491.5,931.471070937153,325.0,378.36111141037003,227.5
2492.0,930.9716671785613,325.0,378.3367006360193,227.5
2492.5,930.4722634199697,325.0,378.31228986166855,227.5
2493.0,929.9728596613777,325.0,378.28787908731783,227.5
2493.5,929.4734559027861,325.0,378.2634683129671,227.5
2494.0,928.974052144194,325.0,378.2390575386164,227.5
2494.5,928.4746483856024,325.0,378.2146467642657,227.5
2495.0,927.9752446270109,325.0,378.190235989915,227.5
2495.5,927.4758408684188,325.0,378.16582521556427,227.5
2496.0,926.9764371098272,325.0,378.14141444121356,227.5
2496.5,926.4770333512351,325.0,378.11700366686284,227.5
2497.0,925.9776295926436,325.0,378.09259289251213,227.5
2497.5,925.478225834052,325.0,378.0681821181614,227.5
2498.0,924.9788220754599,325.0,378.0437713438107,227.5
2498.5,924.4794183168683,325.0,378.01936056945993,227.5
2499.0,923.9800145582763,325.0,377.9949497951092,227.5
2499.5,923.4806107996847,325.0,377.9705390207585,227.5
2500.0,922.9812070410931,325.0,377.9461282464078,227.5
2500.5,922.481803282501,325.0,377.9217174720571,227.5
2501.0,921.9823995239094,325.0,377.89730669770637,227.5
2501.5,921.4829957653174,325.0,377.87289592335566,227.5
2502.0,920.9835920067258,325.0,377.84848514900494,227.5
2502.5,920.4841882481337,325.0,377.8240743746542,227.5
2503.0,919.9847844895421,325.0,377.79966360030346,227.5
2503.5,919.4853807309505,325.0,377.77525282595275,227.5
2504.0,918.9859769723585,325.0,377.75084205160204,227.5
2504.5,918.4865732137669,325.0,377.7264312772513,227.5
2505.0,917.9871694551748,325.0,377.7020205029006,227.5
2505.5,917.4877656965832,325.0,377.6776097285499,227.5
2506.0,916.9883619379916,325.0,377.6531989541992,227.5
2506.5,916.4889581793996,325.0,377.62878817984847,227.5
2507.0,915.989554420808,325.0,377.60437740549776,227.5
2507.5,915.4901506622159,325.0,377.57996663114704,227.5
2508.0,914.9907469036243,325.0,377.55555585679633,227.5
2508.5,914.4913431450327,325.0,377.5311450824456,227.5
2509.0,913.9919393864407,325.0,377.50673430809485,227.5
2509.5,913.4925356278491,325.0,377.48232353374414,227.5
2510.0,912.993131869257,325.0,377.4579127593934,227.5
2510.5,912.4937281106654,325.0,377.4335019850427,227.5
2511.0,911.9943243520738,325.0,377.409091210692,227.5
2511.5,911.4949205934818,325.0,377.3846804363413,227.5
2512.0,910.9955168348902,325.0,377.36026966199057,227.5
2512.5,910.4961130762981,325.0,377.33585888763986,227.5
2513.0,909.9967093177065,325.0,377.3114481132891,227.5
2513.5,909.4973055591149,325.0,377.2870373389384,227.5
2514.0,908.9979018005229,325.0,377.26262656458766,227.5
2514.5,908.4984980419313,325.0,377.23821579023695,227.5
2515.0,907.9990942833392,325.0,377.21380501588624,227.5
2515.5,907.4996905247476,325.0,377.1893942415355,227.5
2516.0,907.000286766156,325.0,377.1649834671848,227.5
2516.5,906.500883007564,325.0,377.1405726928341,227.5
2517.0,906.0014792489724,325.0,377.1161619184834,227.5
2517.5,905.5020754903803,325.0,377.0917511441327,227.5
2518.0,905.0026717317887,325.0,377.06734036978196,227.5
2518.5,904.5032679731971,325.0,377.04292959543125,227.5
2519.0,904.0038642146051,325.0,377.01851882108053,227.5
2519.5,903.5044604560135,325.0,376.99410804672976,227.5
2520.0,903.0050566974214,325.0,376.96969727237905,227.5
2520.5,902.5056529388298,325.0,376.94528649802834,227.5
2521.0,902.0062491802382,325.0,376.9208757236776,227.5
2521.5,901.5068454216462,325.0,376.8964649493269,227.5
2522.0,901.0074416630546,325.0,376.8720541749762,227.5
2522.5,900.5080379044625,325.0,376.8476434006255,227.5
2523.0,900.0086341458709,325.0,376.8232326262747,227.5
2523.5,899.5092303872793,325.0,376.798821851924,227.5
2524.0,899.0098266286873,325.0,376.7744110775733,227.5
2524.5,898.5104228700957,325.0,376.7500003032226,227.5
2525.0,898.0110191115036,325.0,376.72558952887186,227.5
2525.5,897.511615352912,325.0,376.70117875452115,227.5
2526.0,897.01221159432,325.0,376.67676798017044,227.5
2526.5,896.5128078357284,325.0,376.6523572058197,227.5
2527.0,896.0134040771368,325.0,376.627946431469,227.5
2527.5,895.5140003185447,325.0,376.6035356571183,227.5
2528.0,895.0145965599531,325.0,376.5791248827676,227.5
2528.5,894.5151928013611,325.0,376.5547141084169,227.5
2529.0,894.0157890427695,325.0,376.53030333406616,227.5
2529.5,893.5163852841779,325.0,376.5058925597154,227.5
2530.0,893.0169815255858,325.0,376.4814817853647,227.5
2530.5,892.5175777669942,325.0,376.45707101101397,227.5
2531.0,892.0181740084022,325.0,376.43266023666325,227.5
2531.5,891.5187702498106,325.0,376.40824946231254,227.5
2532.0,891.019366491219,325.0,376.3838386879618,227.5
2532.5,890.5199627326269,325.0,376.3594279136111,227.5
2533.0,890.0205589740353,325.0,376.3350171392604,227.5
2533.5,889.5211552154433,325.0,376.31060636490963,227.5
2534.0,889.0217514568517,325.0,376.2861955905589,227.5
2534.5,888.5223476982601,325.0,376.2617848162082,227.5
2535.0,888.022943939668,325.0,376.2373740418575,227.5
2535.5,887.5235401810764,325.0,376.2129632675068,227.5
2536.0,887.0241364224844,325.0,376.18855249315607,227.5
2536.5,886.5247326638928,325.0,376.16414171880535,227.5
2537.0,886.0253289053012,325.0,376.13973094445464,227.5
2537.5,885.5259251467091,325.0,376.1153201701039,227.5
2538.0,885.0265213881175,325.0,376.0909093957532,227.5
2538.5,884.5271176295255,325.0,376.0664986214025,227.5
2539.0,884.0277138709339,325.0,376.0420878470518,227.5
2539.5,883.5283101123423,325.0,376.0176770727011,227.5
2540.0,883.0289063537502,325.0,375.9932662983503,227.5
2540.5,882.5295025951586,325.0,375.9688555239996,227.5
