time,x,y,z,radius
6889.0,279.26483398553444,325.0,247.2536437515568,227.5
6888.5,279.4210124752369,325.0,247.4098222412593,227.5
6888.0,279.5771909649394,325.0,247.56600073096178,227.5
6887.5,279.733369454642,325.0,247.72217922066437,227.5
6887.0,279.8895479443445,325.0,247.87835771036686,227.5
6886.5,280.04572643404697,325.0,248.03453620006934,227.5
6886.0,280.20190492374945,325.0,248.19071468977182,227.5
6885.5,280.35808341345205,325.0,248.34689317947442,227.5
6885.0,280.51426190315453,325.0,248.5030716691769,227.5
6884.5,280.670440392857,325.0,248.6592501588794,227.5
6884.0,280.8266188825596,325.0,248.81542864858199,227.5
6883.5,280.9827973722621,325.0,248.97160713828447,227.5
6883.0,281.1389758619646,325.0,249.12778562798695,227.5
6882.5,281.2951543516672,325.0,249.28396411768955,227.5
6882.0,281.45133284136966,325.0,249.44014260739203,227.5
6881.5,281.60751133107215,325.0,249.59632109709452,227.5
6881.0,281.76368982077463,325.0,249.752499586797,227.5
6880.5,281.9198683104772,325.0,249.9086780764996,227.5
6880.0,282.0760468001797,325.0,250.06485656620208,227.5
6879.5,282.2322252898822,325.0,250.22103505590457,227.5
6879.0,282.3884037795848,325.0,250.37721354560716,227.5
6878.5,282.5445822692873,325.0,250.53339203530965,227.5
6878.0,282.70076075898976,325.0,250.68957052501213,227.5
6877.5,282.85693924869224,325.0,250.8457490147146,227.5
6877.0,283.01311773839484,325.0,251.0019275044172,227.5
6876.5,283.1692962280973,325.0,251.1581059941197,227.5
6876.0,283.3254747177998,325.0,251.31428448382218,227.5
6875.5,283.4816532075024,325.0,251.47046297352477,227.5
6875.0,283.6378316972049,325.0,251.62664146322726,227.5
6874.5,283.79401018690737,325.0,251.78281995292974,227.5
6874.0,283.95018867660997,325.0,251.93899844263234,227.5
6873.5,284.10636716631245,325.0,252.09517693233482,227.5
6873.0,284.26254565601494,325.0,252.2513554220373,227.5
6872.5,284.4187241457174,325.0,252.4075339117398,227.5
6872.0,284.57490263542,325.0,252.5637124014424,227.5
6871.5,284.7310811251225,325.0,252.71989089114487,227.5
6871.0,284.887259614825,325.0,252.87606938084735,227.5
6870.5,285.0434381045276,325.0,253.03224787054995,227.5
6870.0,285.19961659423006,325.0,253.18842636025244,227.5
6869.5,285.35579508393255,325.0,253.34460484995492,227.5
6869.0,285.51197357363515,325.0,253.50078333965752,227.5
6868.5,285.66815206333763,325.0,253.65696182936,227.5
6868.0,285.8243305530401,325.0,253.81314031906248,227.5
6867.5,285.9805090427426,325.0,253.96931880876497,227.5
6867.0,286.1366875324452,325.0,254.12549729846756,227.5
6866.5,286.2928660221477,325.0,254.28167578817005,227.5
6866.0,286.44904451185016,325.0,254.43785427787253,227.5
6865.5,286.60522300155276,325.0,254.59403276757513,227.5
6865.0,286.76140149125524,325.0,254.7502112572776,227.5
6864.5,286.9175799809577,325.0,254.9063897469801,227.5
6864.0,287.0737584706602,325.0,255.06256823668258,227.5
6863.5,287.2299369603628,325.0,255.21874672638518,227.5
6863.0,287.3861154500653,325.0,255.37492521608766,227.5
6862.5,287.5422939397678,325.0,255.53110370579014,227.5
6862.0,287.69847242947037,325.0,255.68728219549274,227.5
6861.5,287.85465091917285,325.0,255.84346068519523,227.5
6861.0,288.01082940887534,325.0,255.9996391748977,227.5
6860.5,288.16700789857794,325.0,256.1558176646003,227.5
6860.0,288.3231863882804,325.0,256.3119961543028,227.5
6859.5,288.4793648779829,325.0,256.4681746440053,227.5
6859.0,288.6355433676854,325.0,256.62435313370776,227.5
6858.5,288.791721857388,325.0,256.78053162341035,227.5
6858.0,288.94790034709047,325.0,256.93671011311284,227.5
6857.5,289.10407883679295,325.0,257.0928886028153,227.5
6857.0,289.26025732649555,325.0,257.2490670925179,227.5
6856.5,289.41643581619803,325.0,257.4052455822204,227.5
6856.0,289.5726143059005,325.0,257.5614240719229,227.5
6855.5,289.728792795603,325.0,257.71760256162537,227.5
6855.0,289.8849712853056,325.0,257.87378105132797,227.5
6854.5,290.0411497750081,325.0,258.02995954103045,227.5
6854.0,290.19732826471056,325.0,258.18613803073293,227.5
6853.5,290.35350675441316,325.0,258.34231652043553,227.5
6853.0,290.50968524411564,325.0,258.498495010138,227.5
6852.5,290.6658637338181,325.0,258.6546734998405,227.5
6852.0,290.8220422235207,325.0,258.8108519895431,227.5
6851.5,290.9782207132232,325.0,258.9670304792456,227.5
6851.0,291.1343992029257,325.0,259.12320896894806,227.5
6850.5,291.2905776926282,325.0,259.27938745865055,227.5
6850.0,291.4467561823308,325.0,259.43556594835314,227.5
6849.5,291.60293467203326,325.0,259.5917444380556,227.5
6849.0,291.75911316173574,325.0,259.7479229277581,227.5
6848.5,291.91529165143834,325.0,259.9041014174607,227.5
6848.0,292.0714701411408,325.0,260.0602799071632,227.5
6847.5,292.2276486308433,325.0,260.2164583968657,227.5
6847.0,292.3838271205458,325.0,260.37263688656816,227.5
6846.5,292.5400056102484,325.0,260.52881537627076,227.5
6846.0,292.69618409995087,325.0,260.68499386597324,227.5
6845.5,292.85236258965335,325.0,260.8411723556757,227.5
6845.0,293.00854107935595,325.0,260.9973508453783,227.5
6844.5,293.16471956905843,325.0,261.1535293350808,227.5
6844.0,293.3208980587609,325.0,261.3097078247833,227.5
6843.5,293.4770765484635,325.0,261.4658863144859,227.5
6843.0,293.633255038166,325.0,261.62206480418837,227.5
6842.5,293.7894335278685,325.0,261.77824329389085,227.5
6842.0,293.94561201757097,325.0,261.93442178359334,227.5
6841.5,294.10179050727356,325.0,262.09060027329593,227.5
6841.0,294.25796899697605,325.0,262.2467787629984,227.5
6840.5,294.41414748667853,325.0,262.4029572527009,227.5
6840.0,294.5703259763811,325.0,262.5591357424035,227.5
6839.5,294.7265044660836,325.0,262.715314232106,227.5
6839.0,294.8826829557861,325.0,262.87149272180847,227.5
6838.5,295.0388614454887,325.0,263.02767121151106,227.5
6838.0,295.1950399351912,325.0,263.18384970121355,227.5
6837.5,295.35121842489366,325.0,263.34002819091603,227.5
6837.0,295.50739691459614,325.0,263.4962066806185,227.5
6836.5,295.66357540429874,325.0,263.6523851703211,227.5
6836.0,295.8197538940012,325.0,263.8085636600236,227.5
6835.5,295.9759323837037,325.0,263.9647421497261,227.5
6835.0,296.1321108734063,325.0,264.1209206394287,227.5
6834.5,296.2882893631088,325.0,264.27709912913116,227.5
6834.0,296.4444678528113,325.0,264.43327761883364,227.5
6833.5,296.60064634251376,325.0,264.5894561085361,227.5
6833.0,296.75682483221635,325.0,264.7456345982387,227.5
6832.5,296.91300332191884,325.0,264.9018130879412,227.5
6832.0,297.0691818116213,325.0,265.0579915776437,227.5
6831.5,297.2253603013239,325.0,265.2141700673463,227.5
6831.0,297.3815387910264,325.0,265.37034855704877,227.5
6830.5,297.5377172807289,325.0,265.52652704675126,227.5
6830.0,297.6938957704315,325.0,265.68270553645385,227.5
6829.5,297.85007426013397,325.0,265.83888402615634,227.5
6829.0,298.00625274983645,325.0,265.9950625158588,227.5
6828.5,298.16243123953893,325.0,266.1512410055613,227.5
6828.0,298.31860972924153,325.0,266.3074194952639,227.5
6827.5,298.474788218944,325.0,266.4635979849664,227.5
6827.0,298.6309667086465,325.0,266.61977647466887,227.5
6826.5,298.7871451983491,325.0,266.77595496437146,227.5
6826.0,298.9433236880516,325.0,266.93213345407395,227.5
6825.5,299.09950217775406,325.0,267.08831194377643,227.5
6825.0,299.25568066745655,325.0,267.2444904334789,227.5
6824.5,299.41185915715914,325.0,267.4006689231815,227.5
6824.0,299.5680376468616,325.0,267.556847412884,227.5
6823.5,299.7242161365641,325.0,267.7130259025865,227.5
6823.0,299.8803946262667,325.0,267.8692043922891,227.5
6822.5,300.0365731159692,325.0,268.02538288199156,227.5
6822.0,300.1927516056717,325.0,268.18156137169404,227.5
6821.5,300.34893009537427,325.0,268.33773986139664,227.5
6821.0,300.50510858507675,325.0,268.4939183510991,227.5
6820.5,300.66128707477924,325.0,268.6500968408016,227.5
6820.0,300.8174655644817,325.0,268.8062753305041,227.5
6819.5,300.9736440541843,325.0,268.9624538202067,227.5
6819.0,301.1298225438868,325.0,269.1186323099092,227.5
6818.5,301.2860010335893,325.0,269.27481079961166,227.5
6818.0,301.4421795232919,325.0,269.43098928931425,227.5
6817.5,301.59835801299437,325.0,269.58716777901674,227.5
6817.0,301.75453650269685,325.0,269.7433462687192,227.5
6816.5,301.91071499239945,325.0,269.8995247584218,227.5
6816.0,302.06689348210193,325.0,270.0557032481243,227.5
6815.5,302.2230719718044,325.0,270.2118817378268,227.5
6815.0,302.3792504615069,325.0,270.36806022752927,227.5
6814.5,302.5354289512095,325.0,270.52423871723187,227.5
6814.0,302.691607440912,325.0,270.68041720693435,227.5
6813.5,302.84778593061446,325.0,270.83659569663683,227.5
6813.0,303.00396442031706,325.0,270.99277418633943,227.5
6812.5,303.16014291001954,325.0,271.1489526760419,227.5
6812.0,303.316321399722,325.0,271.3051311657444,227.5
6811.5,303.4724998894245,325.0,271.4613096554469,227.5
6811.0,303.6286783791271,325.0,271.6174881451495,227.5
6810.5,303.7848568688296,325.0,271.77366663485196,227.5
6810.0,303.9410353585321,325.0,271.92984512455445,227.5
6809.5,304.0972138482347,325.0,272.08602361425704,227.5
6809.0,304.25339233793716,325.0,272.2422021039595,227.5
6808.5,304.40957082763964,325.0,272.398380593662,227.5
6808.0,304.56574931734224,325.0,272.5545590833646,227.5
6807.5,304.7219278070447,325.0,272.7107375730671,227.5
6807.0,304.8781062967472,325.0,272.8669160627696,227.5
6806.5,305.0342847864497,325.0,273.02309455247206,227.5
6806.0,305.1904632761523,325.0,273.17927304217466,227.5
6805.5,305.34664176585477,325.0,273.33545153187714,227.5
6805.0,305.50282025555725,325.0,273.4916300215796,227.5
6804.5,305.65899874525985,325.0,273.6478085112822,227.5
6804.0,305.81517723496233,325.0,273.8039870009847,227.5
6803.5,305.9713557246648,325.0,273.9601654906872,227.5
6803.0,306.1275342143673,325.0,274.1163439803897,227.5
6802.5,306.2837127040699,325.0,274.27252247009227,227.5
6802.0,306.4398911937724,325.0,274.42870095979475,227.5
6801.5,306.59606968347487,325.0,274.58487944949724,227.5
6801.0,306.75224817317746,325.0,274.74105793919983,227.5
6800.5,306.90842666287995,325.0,274.8972364289023,227.5
6800.0,307.06460515258243,325.0,275.0534149186048,227.5
6799.5,307.220783642285,325.0,275.2095934083074,227.5
6799.0,307.3769621319875,325.0,275.3657718980099,227.5
6798.5,307.53314062169,325.0,275.52195038771237,227.5
6798.0,307.6893191113925,325.0,275.67812887741485,227.5
6797.5,307.8454976010951,325.0,275.83430736711745,227.5
6797.0,308.00167609079756,325.0,275.99048585681993,227.5
6796.5,308.15785458050004,325.0,276.1466643465224,227.5
6796.0,308.31403307020264,325.0,276.302842836225,227.5
6795.5,308.4702115599051,325.0,276.4590213259275,227.5
6795.0,308.6263900496076,325.0,276.61519981563,227.5
6794.5,308.7825685393101,325.0,276.77137830533246,227.5
6794.0,308.9387470290127,325.0,276.92755679503506,227.5
6793.5,309.0949255187152,325.0,277.08373528473754,227.5
6793.0,309.25110400841766,325.0,277.23991377444,227.5
6792.5,309.40728249812025,325.0,277.3960922641426,227.5
6792.0,309.56346098782274,325.0,277.5522707538451,227.5
6791.5,309.7196394775252,325.0,277.7084492435476,227.5
6791.0,309.8758179672278,325.0,277.8646277332502,227.5
6790.5,310.0319964569303,325.0,278.0208062229527,227.5
6790.0,310.1881749466328,325.0,278.17698471265516,227.5
6789.5,310.34435343633527,325.0,278.33316320235764,227.5
6789.0,310.50053192603787,325.0,278.48934169206024,227.5
6788.5,310.65671041574035,325.0,278.6455201817627,227.5
6788.0,310.81288890544283,325.0,278.8016986714652,227.5
6787.5,310.96906739514543,325.0,278.9578771611678,227.5
6787.0,311.1252458848479,325.0,279.1140556508703,227.5
6786.5,311.2814243745504,325.0,279.27023414057277,227.5
6786.0,311.437602864253,325.0,279.42641263027537,227.5
6785.5,311.5937813539555,325.0,279.58259111997785,227.5
6785.0,311.74995984365796,325.0,279.73876960968033,227.5
6784.5,311.90613833336045,325.0,279.8949480993828,227.5
6784.0,312.06231682306304,325.0,280.0511265890854,227.5
6783.5,312.2184953127655,325.0,280.2073050787879,227.5
6783.0,312.374673802468,325.0,280.3634835684904,227.5
6782.5,312.5308522921706,325.0,280.519662058193,227.5
6782.0,312.6870307818731,325.0,280.67584054789546,227.5
6781.5,312.8432092715756,325.0,280.83201903759795,227.5
6781.0,312.99938776127806,325.0,280.98819752730043,227.5
6780.5,313.15556625098066,325.0,281.144376017003,227.5
6780.0,313.31174474068314,325.0,281.3005545067055,227.5
6779.5,313.4679232303856,325.0,281.456732996408,227.5
6779.0,313.6241017200882,325.0,281.6129114861106,227.5
6778.5,313.7802802097907,325.0,281.7690899758131,227.5
6778.0,313.9364586994932,325.0,281.92526846551556,227.5
6777.5,314.0926371891958,325.0,282.08144695521815,227.5
6777.0,314.24881567889827,325.0,282.23762544492064,227.5
6776.5,314.40499416860075,325.0,282.3938039346231,227.5
6776.0,314.56117265830324,325.0,282.5499824243256,227.5
6775.5,314.71735114800583,325.0,282.7061609140282,227.5
6775.0,314.8735296377083,325.0,282.8623394037307,227.5
6774.5,315.0297081274108,325.0,283.01851789343317,227.5
6774.0,315.1858866171134,325.0,283.17469638313577,227.5
6773.5,315.3420651068159,325.0,283.33087487283825,227.5
6773.0,315.49824359651836,325.0,283.48705336254073,227.5
6772.5,315.65442208622085,325.0,283.6432318522432,227.5
6772.0,315.81060057592344,325.0,283.7994103419458,227.5
6771.5,315.96677906562593,325.0,283.9555888316483,227.5
6771.0,316.1229575553284,325.0,284.1117673213508,227.5
6770.5,316.279136045031,325.0,284.2679458110534,227.5
6770.0,316.4353145347335,325.0,284.42412430075586,227.5
6769.5,316.591493024436,325.0,284.58030279045835,227.5
6769.0,316.7476715141386,325.0,284.73648128016094,227.5
6768.5,316.90385000384106,325.0,284.8926597698634,227.5
6768.0,317.06002849354354,325.0,285.0488382595659,227.5
6767.5,317.216206983246,325.0,285.2050167492684,227.5
6767.0,317.3723854729486,325.0,285.361195238971,227.5
6766.5,317.5285639626511,325.0,285.5173737286735,227.5
6766.0,317.6847424523536,325.0,285.67355221837596,227.5
6765.5,317.8409209420562,325.0,285.82973070807856,227.5
6765.0,317.99709943175867,325.0,285.98590919778104,227.5
6764.5,318.15327792146115,325.0,286.1420876874835,227.5
6764.0,318.30945641116364,325.0,286.298266177186,227.5
6763.5,318.46563490086623,325.0,286.4544446668886,227.5
6763.0,318.6218133905687,325.0,286.6106231565911,227.5
6762.5,318.7779918802712,325.0,286.7668016462936,227.5
6762.0,318.9341703699738,325.0,286.92298013599617,227.5
6761.5,319.0903488596763,325.0,287.07915862569865,227.5
6761.0,319.24652734937877,325.0,287.23533711540114,227.5
6760.5,319.40270583908136,325.0,287.39151560510373,227.5
6760.0,319.55888432878385,325.0,287.5476940948062,227.5
6759.5,319.71506281848633,325.0,287.7038725845087,227.5
6759.0,319.8712413081888,325.0,287.8600510742112,227.5
6758.5,320.0274197978914,325.0,288.0162295639138,227.5
6758.0,320.1835982875939,325.0,288.17240805361627,227.5
6757.5,320.3397767772964,325.0,288.32858654331875,227.5
6757.0,320.495955266999,325.0,288.48476503302135,227.5
6756.5,320.65213375670146,325.0,288.64094352272383,227.5
6756.0,320.80831224640394,325.0,288.7971220124263,227.5
6755.5,320.96449073610654,325.0,288.9533005021289,227.5
6755.0,321.120669225809,325.0,289.1094789918314,227.5
6754.5,321.2768477155115,325.0,289.2656574815339,227.5
6754.0,321.433026205214,325.0,289.42183597123636,227.5
6753.5,321.5892046949166,325.0,289.57801446093896,227.5
6753.0,321.7453831846191,325.0,289.73419295064144,227.5
6752.5,321.90156167432156,325.0,289.8903714403439,227.5
6752.0,322.05774016402415,325.0,290.0465499300465,227.5
6751.5,322.21391865372664,325.0,290.202728419749,227.5
6751.0,322.3700971434291,325.0,290.3589069094515,227.5
6750.5,322.5262756331316,325.0,290.515085399154,227.5
6750.0,322.6824541228342,325.0,290.6712638888566,227.5
6749.5,322.8386326125367,325.0,290.82744237855906,227.5
6749.0,322.99481110223917,325.0,290.98362086826154,227.5
6748.5,323.15098959194177,325.0,291.13979935796414,227.5
6748.0,323.30716808164425,325.0,291.2959778476666,227.5
6747.5,323.46334657134673,325.0,291.4521563373691,227.5
6747.0,323.61952506104933,325.0,291.6083348270717,227.5
6746.5,323.7757035507518,325.0,291.7645133167742,227.5
6746.0,323.9318820404543,325.0,291.92069180647667,227.5
6745.5,324.0880605301568,325.0,292.07687029617915,227.5
6745.0,324.2442390198594,325.0,292.23304878588175,227.5
6744.5,324.40041750956186,325.0,292.38922727558423,227.5
6744.0,324.55659599926435,325.0,292.5454057652867,227.5
6743.5,324.71277448896694,325.0,292.7015842549893,227.5
6743.0,324.8689529786694,325.0,292.8577627446918,227.5
6742.5,325.0251314683719,325.0,293.0139412343943,227.5
6742.0,325.1813099580744,325.0,293.17011972409676,227.5
6741.5,325.337488447777,325.0,293.32629821379936,227.5
6741.0,325.4936669374795,325.0,293.48247670350185,227.5
6740.5,325.64984542718196,325.0,293.63865519320433,227.5
6740.0,325.80602391688456,325.0,293.7948336829069,227.5
6739.5,325.96220240658704,325.0,293.9510121726094,227.5
6739.0,326.1183808962895,325.0,294.1071906623119,227.5
6738.5,326.2745593859921,325.0,294.2633691520145,227.5
6738.0,326.4307378756946,325.0,294.419547641717,227.5
6737.5,326.5869163653971,325.0,294.57572613141946,227.5
6737.0,326.74309485509957,325.0,294.73190462112194,227.5
6736.5,326.89927334480217,325.0,294.88808311082454,227.5
6736.0,327.05545183450465,325.0,295.044261600527,227.5
6735.5,327.21163032420714,325.0,295.2004400902295,227.5
6735.0,327.36780881390973,325.0,295.3566185799321,227.5
6734.5,327.5239873036122,325.0,295.5127970696346,227.5
6734.0,327.6801657933147,325.0,295.66897555933707,227.5
6733.5,327.8363442830173,325.0,295.82515404903967,227.5
6733.0,327.9925227727198,325.0,295.98133253874215,227.5
6732.5,328.14870126242226,325.0,296.13751102844464,227.5
6732.0,328.30487975212475,325.0,296.2936895181471,227.5
6731.5,328.46105824182735,325.0,296.4498680078497,227.5
6731.0,328.61723673152983,325.0,296.6060464975522,227.5
6730.5,328.7734152212323,325.0,296.7622249872547,227.5
6730.0,328.9295937109349,325.0,296.9184034769573,227.5
6729.5,329.0857722006374,325.0,297.07458196665976,227.5
6729.0,329.2419506903399,325.0,297.23076045636225,227.5
6728.5,329.39812918004236,325.0,297.38693894606473,227.5
6728.0,329.55430766974496,325.0,297.54311743576733,227.5
6727.5,329.71048615944744,325.0,297.6992959254698,227.5
6727.0,329.8666646491499,325.0,297.8554744151723,227.5
6726.5,330.0228431388525,325.0,298.0116529048749,227.5
6726.0,330.179021628555,325.0,298.1678313945774,227.5
6725.5,330.3352001182575,325.0,298.32400988427986,227.5
6725.0,330.4913786079601,325.0,298.48018837398246,227.5
6724.5,330.64755709766257,325.0,298.63636686368494,227.5
6724.0,330.80373558736505,325.0,298.7925453533874,227.5
6723.5,330.95991407706754,325.0,298.9487238430899,227.5
6723.0,331.11609256677013,325.0,299.1049023327925,227.5
6722.5,331.2722710564726,325.0,299.261080822495,227.5
6722.0,331.4284495461751,325.0,299.4172593121975,227.5
6721.5,331.5846280358777,325.0,299.57343780190007,227.5
6721.0,331.7408065255802,325.0,299.72961629160255,227.5
6720.5,331.89698501528267,325.0,299.88579478130504,227.5
6720.0,332.05316350498515,325.0,300.0419732710075,227.5
6719.5,332.20934199468775,325.0,300.1981517607101,227.5
6719.0,332.36552048439023,325.0,300.3543302504126,227.5
6718.5,332.5216989740927,325.0,300.5105087401151,227.5
6718.0,332.6778774637953,325.0,300.6666872298177,227.5
6717.5,332.8340559534978,325.0,300.82286571952017,227.5
6717.0,332.9902344432003,325.0,300.97904420922265,227.5
6716.5,333.1464129329029,325.0,301.13522269892525,227.5
6716.0,333.30259142260536,325.0,301.29140118862773,227.5
6715.5,333.45876991230784,325.0,301.4475796783302,227.5
6715.0,333.6149484020103,325.0,301.6037581680327,227.5
6714.5,333.7711268917129,325.0,301.7599366577353,227.5
6714.0,333.9273053814154,325.0,301.9161151474378,227.5
6713.5,334.0834838711179,325.0,302.07229363714026,227.5
6713.0,334.2396623608205,325.0,302.22847212684286,227.5
6712.5,334.395840850523,325.0,302.38465061654534,227.5
6712.0,334.55201934022546,325.0,302.5408291062478,227.5
6711.5,334.70819782992794,325.0,302.6970075959503,227.5
6711.0,334.86437631963054,325.0,302.8531860856529,227.5
6710.5,335.020554809333,325.0,303.0093645753554,227.5
6710.0,335.1767332990355,325.0,303.1655430650579,227.5
6709.5,335.3329117887381,325.0,303.3217215547605,227.5
6709.0,335.4890902784406,325.0,303.47790004446296,227.5
6708.5,335.64526876814307,325.0,303.63407853416544,227.5
6708.0,335.80144725784567,325.0,303.79025702386804,227.5
6707.5,335.95762574754815,325.0,303.9464355135705,227.5
6707.0,336.11380423725063,325.0,304.102614003273,227.5
6706.5,336.2699827269531,325.0,304.2587924929755,227.5
6706.0,336.4261612166557,325.0,304.4149709826781,227.5
6705.5,336.5823397063582,325.0,304.57114947238057,227.5
6705.0,336.7385181960607,325.0,304.72732796208305,227.5
6704.5,336.8946966857633,325.0,304.88350645178565,227.5
6704.0,337.05087517546576,325.0,305.03968494148813,227.5
6703.5,337.20705366516825,325.0,305.1958634311906,227.5
6703.0,337.36323215487084,325.0,305.3520419208932,227.5
6702.5,337.5194106445733,325.0,305.5082204105957,227.5
6702.0,337.6755891342758,325.0,305.6643989002982,227.5
6701.5,337.8317676239783,325.0,305.82057739000066,227.5
6701.0,337.9879461136809,325.0,305.97675587970326,227.5
6700.5,338.1441246033834,325.0,306.13293436940575,227.5
6700.0,338.30030309308586,325.0,306.28911285910823,227.5
6699.5,338.45648158278846,325.0,306.4452913488108,227.5
6699.0,338.61266007249094,325.0,306.6014698385133,227.5
6698.5,338.7688385621934,325.0,306.7576483282158,227.5
6698.0,338.9250170518959,325.0,306.9138268179183,227.5
6697.5,339.0811955415985,325.0,307.0700053076209,227.5
6697.0,339.237374031301,325.0,307.22618379732336,227.5
6696.5,339.39355252100347,325.0,307.38236228702584,227.5
6696.0,339.54973101070607,325.0,307.53854077672844,227.5
6695.5,339.70590950040855,325.0,307.6947192664309,227.5
6695.0,339.86208799011104,325.0,307.8508977561334,227.5
6694.5,340.01826647981363,325.0,308.007076245836,227.5
6694.0,340.1744449695161,325.0,308.1632547355385,227.5
6693.5,340.3306234592186,325.0,308.31943322524097,227.5
6693.0,340.4868019489211,325.0,308.47561171494345,227.5
6692.5,340.6429804386237,325.0,308.63179020464605,227.5
6692.0,340.79915892832616,325.0,308.78796869434854,227.5
6691.5,340.95533741802865,325.0,308.944147184051,227.5
6691.0,341.11151590773125,325.0,309.1003256737536,227.5
6690.5,341.26769439743373,325.0,309.2565041634561,227.5
6690.0,341.4238728871362,325.0,309.4126826531586,227.5
6689.5,341.5800513768387,325.0,309.56886114286107,227.5
6689.0,341.7362298665413,325.0,309.72503963256366,227.5
6688.5,341.8924083562438,325.0,309.88121812226615,227.5
6688.0,342.04858684594626,325.0,310.03739661196863,227.5
6687.5,342.20476533564886,325.0,310.19357510167123,227.5
6687.0,342.36094382535134,325.0,310.3497535913737,227.5
6686.5,342.5171223150538,325.0,310.5059320810762,227.5
6686.0,342.6733008047564,325.0,310.6621105707788,227.5
6685.5,342.8294792944589,325.0,310.8182890604813,227.5
6685.0,342.9856577841614,325.0,310.97446755018376,227.5
6684.5,343.1418362738639,325.0,311.13064603988624,227.5
6684.0,343.29801476356647,325.0,311.28682452958884,227.5
6683.5,343.45419325326895,325.0,311.4430030192913,227.5
6683.0,343.61037174297144,325.0,311.5991815089938,227.5
6682.5,343.76655023267404,325.0,311.7553599986964,227.5
6682.0,343.9227287223765,325.0,311.9115384883989,227.5
6681.5,344.078907212079,325.0,312.0677169781014,227.5
6681.0,344.2350857017815,325.0,312.22389546780386,227.5
6680.5,344.3912641914841,325.0,312.38007395750645,227.5
6680.0,344.54744268118657,325.0,312.53625244720894,227.5
6679.5,344.70362117088905,325.0,312.6924309369114,227.5
6679.0,344.85979966059165,325.0,312.848609426614,227.5
6678.5,345.01597815029413,325.0,313.0047879163165,227.5
6678.0,345.1721566399966,325.0,313.160966406019,227.5
6677.5,345.3283351296992,325.0,313.3171448957216,227.5
6677.0,345.4845136194017,325.0,313.47332338542407,227.5
6676.5,345.6406921091042,325.0,313.62950187512655,227.5
6676.0,345.79687059880666,325.0,313.78568036482903,227.5
6675.5,345.95304908850926,325.0,313.94185885453163,227.5
6675.0,346.10922757821174,325.0,314.0980373442341,227.5
6674.5,346.2654060679142,325.0,314.2542158339366,227.5
6674.0,346.4215845576168,325.0,314.4103943236392,227.5
6673.5,346.5777630473193,325.0,314.5665728133417,227.5
6673.0,346.7339415370218,325.0,314.72275130304416,227.5
6672.5,346.8901200267244,325.0,314.87892979274676,227.5
6672.0,347.0462985164269,325.0,315.03510828244924,227.5
6671.5,347.20247700612936,325.0,315.1912867721517,227.5
6671.0,347.35865549583184,325.0,315.3474652618542,227.5
6670.5,347.51483398553444,325.0,315.5036437515568,227.5
6670.0,347.6710124752369,325.0,315.6598222412593,227.5
6669.5,347.8271909649394,325.0,315.8160007309618,227.5
6669.0,347.983369454642,325.0,315.9721792206644,227.5
6668.5,348.1395479443445,325.0,316.12835771036686,227.5
6668.0,348.29572643404697,325.0,316.28453620006934,227.5
6667.5,348.45190492374945,325.0,316.4407146897718,227.5
6667.0,348.60808341345205,325.0,316.5968931794744,227.5
6666.5,348.76426190315453,325.0,316.7530716691769,227.5
6666.0,348.920440392857,325.0,316.9092501588794,227.5
6665.5,349.0766188825596,325.0,317.065428648582,227.5
6665.0,349.2327973722621,325.0,317.22160713828447,227.5
6664.5,349.3889758619646,325.0,317.37778562798695,227.5
6664.0,349.5451543516672,325.0,317.53396411768955,227.5
6663.5,349.70133284136966,325.0,317.69014260739203,227.5
6663.0,349.85751133107215,325.0,317.8463210970945,227.5
6662.5,350.01368982077463,325.0,318.002499586797,227.5
6662.0,350.1698683104772,325.0,318.1586780764996,227.5
6661.5,350.3260468001797,325.0,318.3148565662021,227.5
6661.0,350.4822252898822,325.0,318.47103505590457,227.5
6660.5,350.6384037795848,325.0,318.62721354560716,227.5
6660.0,350.7945822692873,325.0,318.78339203530965,227.5
6659.5,350.95076075898976,325.0,318.93957052501213,227.5
6659.0,351.10693924869224,325.0,319.0957490147146,227.5
6658.5,351.26311773839484,325.0,319.2519275044172,227.5
6658.0,351.4192962280973,325.0,319.4081059941197,227.5
6657.5,351.5754747177998,325.0,319.5642844838222,227.5
6657.0,351.7316532075024,325.0,319.7204629735248,227.5
6656.5,351.8878316972049,325.0,319.87664146322726,227.5
6656.0,352.04401018690737,325.0,320.03281995292974,227.5
6655.5,352.20018867660997,325.0,320.18899844263234,227.5
6655.0,352.35636716631245,325.0,320.3451769323348,227.5
6654.5,352.51254565601494,325.0,320.5013554220373,227.5
6654.0,352.6687241457174,325.0,320.6575339117398,227.5
6653.5,352.82490263542,325.0,320.8137124014424,227.5
6653.0,352.9810811251225,325.0,320.96989089114487,227.5
6652.5,353.137259614825,325.0,321.12606938084735,227.5
6652.0,353.2934381045276,325.0,321.28224787054995,227.5
6651.5,353.44961659423006,325.0,321.43842636025244,227.5
6651.0,353.60579508393255,325.0,321.5946048499549,227.5
6650.5,353.76197357363503,325.0,321.7507833396574,227.5
6650.0,353.91815206333763,325.0,321.90696182936,227.5
6649.5,354.0743305530401,325.0,322.0631403190625,227.5
6649.0,354.2305090427426,325.0,322.21931880876497,227.5
6648.5,354.3866875324452,325.0,322.37549729846756,227.5
6648.0,354.5428660221477,325.0,322.53167578817005,227.5
6647.5,354.69904451185016,325.0,322.68785427787253,227.5
